Word,V,A,D
lengthiness,5.348571428571428,3.8057142857142856,5.661428571428571
good_continuation,5.416666666666667,3.5866666666666664,5.47
protraction,5.416666666666667,3.5866666666666664,5.47
persist_in,5.73,3.3129999999999997,6.048
keep_on,5.826363636363637,3.86409090909091,5.886818181818182
stay_on,5.202307692307693,3.6850000000000005,5.431153846153847
go_along,5.290135135135136,4.112702702702704,5.475135135135134
go_forward,5.598333333333334,3.795,5.741111111111111
contraceptive_method,6.1,4.91,5.25
contract_bridge,5.041249999999999,3.9887500000000005,5.261875000000001
foreshorten,4.805681818181817,4.237727272727272,5.154999999999999
abbreviate,4.805681818181817,4.237727272727272,5.154999999999999
sign_on,5.341428571428569,4.070952380952381,5.554285714285714
sign_up,5.341428571428569,4.070952380952381,5.554285714285714
abridge,4.805681818181817,4.237727272727272,5.154999999999999
muscular_contraction,4.5600000000000005,5.045,4.359999999999999
muscle_contraction,4.5600000000000005,5.045,4.359999999999999
declarer,4.7,4.26,5.48
contractile_organ,4.7,4.26,5.48
controvert,4.488,4.662999999999999,5.313999999999999
negate,4.045,4.241666666666666,5.01
belie,3.895,4.71,5.285
contradiction_in_terms,3.79,5.0,5.21
confounding,3.625,4.59,4.58
mutually_exclusive,3.625,4.59,4.58
dividing_line,5.323793103448276,3.901379310344827,5.207241379310346
direct_contrast,5.12,3.956666666666667,5.573333333333333
demarcation,5.185609756097562,4.011951219512195,5.166341463414635
conduce,5.787272727272728,4.094848484848484,5.542727272727274
kick_in,5.8647222222222215,4.148611111111111,5.847222222222221
chip_in,5.8647222222222215,4.148611111111111,5.847222222222221
attrition,4.4,3.88,4.93
contriteness,4.4,3.88,4.93
ascendance,5.282608695652174,4.224347826086958,5.705652173913043
control_condition,5.252,4.152000000000001,5.744999999999999
keep_in_line,5.206799999999999,4.305600000000001,5.6864
ascendence,5.282608695652174,4.224347826086958,5.705652173913043
ascendancy,5.282608695652174,4.224347826086958,5.705652173913043
ascendency,5.282608695652174,4.224347826086958,5.705652173913043
restrainer,4.683333333333334,4.216666666666667,5.783333333333332
brain-teaser,5.315,4.45125,4.8825
convoke,5.0,4.05,6.0
wash_room,5.645,3.7983333333333333,5.398333333333333
public_convenience,5.645,3.7983333333333333,5.398333333333333
public_lavatory,5.645,3.7983333333333333,5.398333333333333
comfort_station,5.645,3.7983333333333333,5.398333333333333
public_toilet,5.645,3.7983333333333333,5.398333333333333
toilet_facility,5.645,3.7983333333333333,5.398333333333333
commodious,7.15,3.48,5.08
conventionalism,5.3,3.276,4.954000000000001
convening,5.3,3.276,4.954000000000001
conventionality,5.3,3.276,4.954000000000001
established,5.156666666666666,3.9499999999999997,5.55
ceremonious,4.6825,4.1525,5.1375
colloquial,6.32,3.38,5.43
conversationist,5.94,3.9,5.88
schmoozer,5.94,3.9,5.88
transposed,4.275,4.26,5.625
reversed,4.275,4.26,5.625
changeover,5.8,4.0775,5.2924999999999995
spiritual_rebirth,5.72,4.4399999999999995,4.8825
win_over,5.215000000000001,4.034999999999999,5.826666666666667
change_over,4.975312499999999,4.113125,5.2346875
sofa_bed,6.79,4.72,6.21
translatable,6.79,4.72,6.21
convertible_security,6.79,4.72,6.21
transformable,6.79,4.72,6.21
transmutable,6.79,4.72,6.21
exchangeable,5.988,3.9939999999999998,5.700000000000001
article_of_faith,4.056666666666667,3.953333333333333,5.11
strong_belief,4.056666666666667,3.953333333333333,5.11
James_Cook,5.5912500000000005,4.308750000000001,6.0725
Captain_James_Cook,5.5912500000000005,4.308750000000001,6.0725
Captain_Cook,5.5912500000000005,4.308750000000001,6.0725
misrepresent,4.5673529411764715,4.450588235294116,5.1511764705882355
wangle,4.794090909090908,4.299318181818181,5.331818181818182
Cook,5.5912500000000005,4.308750000000001,6.0725
cookery_book,6.45,3.45,5.95
cookery,5.526666666666667,4.171333333333334,6.162
assuredness,5.834,3.696,5.726
coolheaded,5.6579999999999995,3.72,5.806
sang-froid,5.834,3.696,5.726
aplomb,5.834,3.696,5.726
nerveless,4.443636363636363,3.985454545454546,4.767272727272727
ice_chest,5.876666666666666,3.86,5.760000000000001
common_racoon,3.8233333333333337,4.803333333333334,4.033333333333334
jigaboo,3.8233333333333337,4.803333333333334,4.033333333333334
ringtail,3.8233333333333337,4.803333333333334,4.033333333333334
nigga,3.8233333333333337,4.803333333333334,4.033333333333334
nigra,3.8233333333333337,4.803333333333334,4.033333333333334
Procyon_lotor,3.8233333333333337,4.803333333333334,4.033333333333334
common_raccoon,3.8233333333333337,4.803333333333334,4.033333333333334
co-op,6.62,3.43,6.72
concerted,6.62,3.43,6.72
conjunct,6.62,3.43,6.72
accommodative,6.62,3.43,6.72
organise,5.638095238095238,4.045238095238097,5.94095238095238
co-ordinate,6.066666666666666,3.986666666666667,6.616666666666667
thieve,4.508205128205128,4.335897435897436,5.012051282051282
knock_off,4.532469135802469,4.235061728395062,4.88
glom,4.508205128205128,4.335897435897436,5.012051282051282
copesetic,4.56,3.45,6.5
copesettic,4.56,3.45,6.5
copasetic,4.56,3.45,6.5
coping,5.418333333333334,3.938333333333334,5.708333333333333
duplicator,4.95,3.17,6.16
co-pilot,5.79,4.1,4.45
atomic_number_29,4.704000000000001,4.304,5.272
copper_color,4.704000000000001,4.304,5.272
Cu,4.704000000000001,4.304,5.272
written_matter,5.322,3.8280000000000003,5.428
re-create,5.322,3.8280000000000003,5.428
right_of_first_publication,4.43,2.96,5.5
red_coral,6.42,3.18,5.5
precious_coral,6.42,3.18,5.5
electric_cord,5.585,3.825,5.145
Congress_of_Racial_Equality,5.456153846153845,3.7746153846153843,5.281538461538461
magnetic_core,5.456153846153845,3.7746153846153843,5.281538461538461
core_group,5.456153846153847,3.7746153846153843,5.281538461538461
CORE,5.456153846153845,3.7746153846153843,5.281538461538461
cork_up,4.93,3.92,4.7
Cork,4.93,3.92,4.7
bobfloat,4.93,3.92,4.7
phellem,4.93,3.92,4.7
bobber,4.93,3.92,4.7
bottle_cork,4.93,3.92,4.7
bottle_screw,5.83,4.38,4.71
corn_whisky,5.95,3.43,5.65
edible_corn,5.95,3.43,5.65
clavus,5.95,3.43,5.65
corn_whiskey,5.95,3.43,5.65
maize,5.206666666666667,3.983333333333333,4.96
Indian_corn,5.95,3.43,5.65
Zea_mays,5.95,3.43,5.65
cured,5.28,3.51,5.095000000000001
quoin,5.582857142857143,3.3999999999999995,4.877142857142857
turning_point,5.635,3.4937499999999995,4.955
street_corner,5.582857142857143,3.3999999999999995,4.877142857142857
corn_field,5.05,3.73,5.32
bromidic,5.0,3.0,4.94
platitudinal,5.0,3.0,4.94
platitudinous,5.0,3.0,4.94
coronary_thrombosis,2.62,4.67,4.4
enthronement,4.6,4.5,5.13
enthronisation,4.6,4.5,5.13
enthronization,4.6,4.5,5.13
investiture,4.869999999999999,4.615,5.16
medical_examiner,3.0,3.61,3.28
embodied,4.778571428571429,3.7899999999999996,4.905714285714285
bodied,4.778571428571429,3.7899999999999996,4.905714285714285
incorporated,5.348333333333333,3.5341666666666662,5.3999999999999995
bay_window,5.155357142857143,4.077857142857143,5.362142857142857
corp,4.9799999999999995,4.0075,5.05
potbelly,5.155357142857143,4.077857142857143,5.362142857142857
army_corps,4.03,4.125,4.58
cattle_pen,4.5,3.71,5.35
cow_pen,4.5,3.71,5.35
chasten,5.191860465116278,3.923953488372092,5.374883720930231
chastise,5.583333333333334,4.134444444444444,5.79888888888889
castigate,5.583333333333334,4.134444444444444,5.79888888888889
chastening,4.975,5.085,6.005
rectification,4.975,5.085,6.005
fudge_factor,4.975,5.085,6.005
chastisement,4.975,5.085,6.005
disciplinal,4.275,4.305,4.87
restorative,5.707777777777777,4.092222222222222,5.722222222222222
correlation_coefficient,5.09,3.23,5.25
correlational_statistics,5.09,3.23,5.25
correlativity,5.09,3.23,5.25
coefficient_of_correlation,5.09,3.23,5.25
stand_for,5.656052631578946,4.049736842105264,5.735
parallelism,6.3625,4.105,6.0200000000000005
proportionateness,6.3625,4.105,6.0200000000000005
commensurateness,6.3625,4.105,6.0200000000000005
pressman,5.533333333333334,3.41,5.466666666666666
newspaperwoman,5.475,3.275,5.145
analogous,5.475,3.275,5.145
letter_writer,5.475,3.275,5.145
newswriter,5.475,3.275,5.145
bear_out,5.434642857142857,3.6728571428571426,5.654999999999999
underpin,5.434642857142857,3.6728571428571426,5.654999999999999
vitiate,4.088571428571429,4.493928571428572,4.428928571428573
subvert,3.9039024390243897,4.531463414634148,4.488048780487804
demoralize,3.6059999999999994,4.53,4.258857142857142
debauch,3.7812121212121212,4.983636363636364,4.313333333333332
misdirect,3.7459374999999993,4.7534375,4.2740624999999985
deprave,3.7807407407407414,4.757407407407407,4.331111111111111
corrupted,3.7920000000000007,4.4,4.2780000000000005
demoralise,3.6059999999999994,4.53,4.258857142857142
tainted,3.7920000000000007,4.4,4.2780000000000005
depravation,3.025,4.61,3.76
subversion,3.025,4.61,3.76
rottenness,3.025,4.61,3.76
putridness,3.025,4.61,3.76
corruptness,3.025,4.61,3.76
degeneracy,3.6850000000000005,4.43,4.3275
putrescence,3.025,4.61,3.76
putrefaction,3.2377777777777776,4.447777777777778,4.024444444444445
stays,5.076666666666666,4.7,4.963333333333334
cerebral_mantle,5.2,3.67,5.5
cerebral_cortex,5.2,3.67,5.5
lens_cortex,5.2,3.67,5.5
pallium,5.441666666666666,3.0316666666666667,5.708333333333333
Cortone_Acetate,4.42,3.39,5.06
enhancive,6.305,4.8149999999999995,6.095000000000001
ornamental,6.305,4.8149999999999995,6.095000000000001
world-wide,6.043,4.2995,5.359
widely_distributed,5.903333333333333,4.146666666666667,5.473333333333334
ecumenical,5.903333333333333,4.1466666666666665,5.473333333333334
worldwide,6.043,4.2995,5.359
oecumenical,5.903333333333333,4.1466666666666665,5.473333333333334
cosmopolite,5.903333333333333,4.146666666666667,5.473333333333334
macrocosm,5.995,4.265,5.332083333333334
cosmea,6.574,4.492,4.89
monetary_value,4.348000000000001,4.1080000000000005,4.166
pricy,3.525,4.265000000000001,4.109999999999999
high-priced,3.525,4.265000000000001,4.109999999999999
dearly-won,3.525,4.265000000000001,4.109999999999999
fingerstall,5.9,3.605,4.92
camp_bed,5.9,3.605,4.92
cotton_plant,6.05,2.48,6.24
cotton_wool,6.05,2.48,6.24
cotton_fiber,6.05,2.48,6.24
catamount,6.0,4.9975,4.862500000000001
puma,6.0,4.9975,4.862500000000001
Felis_concolor,6.0,4.9975,4.862500000000001
mountain_lion,6.0,4.9975,4.862500000000001
coughing,3.57,4.5,4.25
counselling,5.504285714285714,3.5242857142857145,5.722142857142857
enumeration,5.712972972972972,3.8664864864864867,5.92135135135135
counting,5.712972972972972,3.8664864864864867,5.92135135135135
enumerate,5.296923076923077,3.6911538461538465,5.748461538461539
numerate,5.30913043478261,3.683478260869565,5.8252173913043475
numeration,5.712972972972972,3.8664864864864867,5.92135135135135
visage,4.992307692307692,4.1207692307692305,4.941538461538462
imprimatur,5.51625,3.9493750000000003,5.5225
smiler,4.992307692307692,4.1207692307692305,4.941538461538462
physiognomy,4.992307692307692,4.1207692307692305,4.941538461538462
indorsement,5.395833333333332,3.8649999999999998,5.4750000000000005
phiz,4.992307692307692,4.1207692307692305,4.941538461538462
tabulator,5.621428571428572,4.1499999999999995,5.605714285714285
counterpunch,5.621428571428572,4.1499999999999995,5.605714285714285
heel_counter,5.621428571428572,4.1499999999999995,5.605714285714285
countermine,4.229,4.099,4.530000000000001
countervail,4.518125,4.268749999999999,5.015625
countercheck,3.5700000000000003,4.3549999999999995,4.368333333333333
counterplay,4.16,5.83,5.16
countermove,4.16,5.83,5.16
counterstrike,4.16,5.83,5.16
imitative,3.345,4.5875,4.1049999999999995
vis-a-vis,5.595,3.675,4.83
similitude,5.86,3.9030769230769233,5.744615384615385
opposite_number,5.595,3.675,4.83
unnumbered,5.815,3.9849999999999994,4.9225
uncounted,5.815,3.9849999999999994,4.9225
innumerous,5.815,3.9849999999999994,4.9225
unnumberable,5.815,3.9849999999999994,4.9225
innumerable,5.815,3.9849999999999994,4.9225
multitudinous,5.815,3.9849999999999994,4.9225
unnumerable,5.815,3.9849999999999994,4.9225
numberless,5.815,3.9849999999999994,4.9225
rural_area,6.008000000000001,3.404,5.548
commonwealth,5.621428571428571,3.741428571428571,5.666190476190475
res_publica,5.636315789473684,3.6863157894736838,5.697368421052633
body_politic,5.636315789473684,3.6863157894736838,5.697368421052633
coup_d'etat,4.225,4.6850000000000005,5.325
putsch,4.225,4.6850000000000005,5.325
mates,5.85076923076923,3.9784615384615387,5.631538461538461
pair_off,5.957333333333333,4.178666666666667,5.516000000000001
couple_on,5.957333333333334,4.178666666666667,5.516000000000001
partner_off,5.957333333333333,4.178666666666667,5.516000000000001
copulate,5.779565217391303,4.209130434782609,5.433478260869564
couple_up,5.957333333333334,4.178666666666667,5.516000000000001
pairing,5.747999999999999,4.459,5.518500000000001
sexual_union,5.747999999999999,4.459,5.518500000000001
coupler,6.006666666666667,4.406666666666666,5.6066666666666665
court_of_justice,4.913749999999999,4.378749999999999,4.7875
Court,4.913749999999999,4.378749999999999,4.7875
motor_lodge,4.913749999999999,4.378749999999999,4.7875
motor_hotel,4.913749999999999,4.378749999999999,4.7875
tourist_court,4.913749999999999,4.378749999999999,4.7875
motor_inn,4.913749999999999,4.378749999999999,4.7875
royal_court,4.913749999999999,4.378749999999999,4.7875
court_of_law,4.913749999999999,4.378749999999999,4.7875
lawcourt,4.913749999999999,4.378749999999999,4.7875
Margaret_Court,4.913749999999999,4.378749999999999,4.7875
good_manners,6.79,4.3,5.96
courting,5.5,4.0275,5.4475
wooing,5.5,4.0275,5.4475
first_cousin,6.11,2.6,5.28
cousin-german,6.11,2.6,5.28
full_cousin,6.11,2.6,5.28
cut_through,5.149074074074076,4.068518518518518,5.3248148148148156
get_over,5.055111111111108,4.0285555555555534,5.304222222222223
masking,5.460000000000001,3.8391176470588237,5.4658823529411755
enshroud,5.3805555555555555,3.7252777777777766,5.436388888888889
cover_song,5.447000000000001,3.8233333333333333,5.508
covering_fire,5.447000000000001,3.8233333333333333,5.508
natural_covering,5.447000000000001,3.8233333333333333,5.508
spread_over,5.447000000000001,3.8233333333333333,5.508
cover_version,5.447000000000001,3.8233333333333333,5.508
cut_across,5.149074074074076,4.068518518518518,5.3248148148148156
cover_charge,5.447000000000001,3.8233333333333333,5.508
cover_up,5.447000000000001,3.8233333333333333,5.508
pass_over,5.1753333333333345,4.0965333333333325,5.339066666666667
underwrite,5.559210526315791,3.7855263157894736,5.609210526315789
wrap_up,5.443142857142857,3.792,5.4551428571428575
insurance_coverage,5.77,3.19,5.96
reporting,5.77,3.19,5.96
reportage,5.77,3.19,5.96
sought_after,5.215,4.46,4.695
in_demand,5.215,4.46,4.695
desired,5.215,4.46,4.695
overawe,5.42,2.95,5.24
moo-cow,5.42,2.95,5.24
Coward,2.42,4.09,4.09
Sir_Noel_Pierce_Coward,2.42,4.09,4.09
Noel_Coward,2.42,4.09,4.09
cowardliness,3.05,4.25,3.64
cowman,5.04,3.88,5.555
cowpoke,5.04,3.88,5.555
puncher,4.58625,4.737500000000001,5.4875
cattleman,5.04,3.88,5.555
cowherd,5.04,3.88,5.555
rodeo_rider,5.04,3.88,5.555
cowpuncher,5.04,3.88,5.555
overmodest,5.025,3.535,5.654999999999999
prairie_wolf,4.05,5.55,4.38
brush_wolf,4.05,5.55,4.38
Canis_latrans,4.05,5.55,4.38
cosy,5.901666666666667,3.9316666666666666,5.948333333333333
tea_cozy,6.295,4.0175,6.0249999999999995
tea_cosy,6.295,4.0175,6.0249999999999995
crab_louse,4.344285714285714,4.498571428571428,4.852857142857142
crabmeat,4.344285714285714,4.498571428571428,4.852857142857142
pubic_louse,4.344285714285714,4.498571428571428,4.852857142857142
crabby_person,4.344285714285714,4.498571428571428,4.852857142857142
Phthirius_pubis,4.344285714285714,4.498571428571428,4.852857142857142
bad-tempered,4.6066666666666665,4.065,5.146666666666667
crabbed,4.6066666666666665,4.065,5.146666666666667
ill-tempered,4.6066666666666665,4.065,5.146666666666667
quip,4.7861290322580645,4.730967741935483,4.771290322580645
crack_cocaine,4.851363636363636,4.5977272727272736,4.8545454545454545
break_through,4.897307692307692,4.697692307692308,4.850384615384615
sally,4.88,4.530952380952381,4.852857142857142
wisecrack,4.88,4.530952380952381,4.852857142857142
cracker_bonbon,4.874999999999999,4.261666666666667,5.213333333333334
jimdandy,7.21,5.13,4.94
jimhickey,7.21,5.13,4.94
crepitation,5.16,4.72,4.93
scranch,5.2283333333333335,4.323333333333333,4.8933333333333335
scraunch,5.2283333333333335,4.323333333333333,4.8933333333333335
crackle_china,5.16,4.72,4.93
crepitate,5.16,4.72,4.93
crackleware,5.16,4.72,4.93
crackling,5.16,4.72,4.93
nut_case,4.428260869565218,4.3252173913043475,4.7291304347826095
wiliness,5.655333333333334,4.709333333333333,5.933999999999999
guile,5.5225,4.735,5.84875
slyness,5.655333333333334,4.709333333333333,5.933999999999999
foxiness,5.655333333333334,4.709333333333333,5.933999999999999
craftiness,5.655333333333334,4.709333333333333,5.933999999999999
journeyman,6.71,4.11,6.23
crafter,6.71,4.11,6.23
artisan,6.71,4.11,6.23
artificer,6.46,4.365,5.69
guileful,5.185,4.632083333333333,5.341666666666666
knavish,5.185,4.632083333333333,5.341666666666666
tricksy,5.185,4.632083333333333,5.341666666666666
chock_up,5.110789473684211,4.03842105263158,5.300263157894737
jampack,5.110789473684211,4.03842105263158,5.300263157894737
muscle_spasm,3.7120000000000006,4.360000000000001,4.358
cramp_iron,3.7120000000000006,4.360000000000001,4.358
braincase,5.81,3.55,5.15
brainpan,5.81,3.55,5.15
crosspatch,4.44125,4.06625,4.785625
crank_up,4.552666666666667,4.058,4.798666666666666
tippy,4.816206896551724,4.114137931034483,5.116896551724136
grump,4.44125,4.06625,4.785625
peevish,4.157272727272727,4.793636363636363,4.878181818181819
peckish,4.157272727272727,4.793636363636363,4.878181818181819
tetchy,4.157272727272727,4.793636363636363,4.878181818181819
fractious,4.157272727272727,4.793636363636363,4.878181818181819
pettish,4.157272727272727,4.793636363636363,4.878181818181819
techy,4.157272727272727,4.793636363636363,4.878181818181819
petulant,4.157272727272727,4.793636363636363,4.878181818181819
take_a_shit,4.906753246753248,4.324415584415584,5.4215584415584415
shite,3.910769230769231,4.585128205128205,4.638717948717948
take_a_crap,4.906753246753248,4.324415584415584,5.4215584415584415
ca-ca,4.906753246753248,4.324415584415584,5.4215584415584415
defecate,4.906753246753248,4.324415584415584,5.4215584415584415
stinking,3.148750000000001,4.9070833333333335,4.221666666666667
break_apart,4.108181818181818,4.694545454545454,4.890909090909091
gate-crash,3.75625,5.021249999999999,4.734999999999999
go_down,4.9848717948717916,4.041794871794871,5.208717948717946
doss,3.75625,5.021249999999999,4.734999999999999
doss_down,3.75625,5.021249999999999,4.734999999999999
barge_in,3.75625,5.021249999999999,4.734999999999999
crateful,4.8,2.72,5.45
Crater,5.15,4.84,4.79
volcanic_crater,5.15,4.84,4.79
cower,4.3812500000000005,4.353125,4.5806249999999995
front_crawl,3.918,4.364,4.466
crawling,4.178888888888888,4.521111111111111,4.547777777777778
Australian_crawl,3.918,4.364,4.466
creeping,4.178888888888888,4.521111111111111,4.547777777777778
wax_crayon,5.76,2.91,5.93
furor,4.238461538461539,5.572307692307692,4.470769230769231
furore,4.238461538461539,5.572307692307692,4.470769230769231
half-crazed,4.526666666666666,5.956666666666666,4.87
deranged,4.526666666666666,5.956666666666666,4.87
daftness,4.201666666666667,5.454999999999999,4.2366666666666655
foolery,4.215,5.12625,4.4312499999999995
flakiness,4.201666666666667,5.454999999999999,4.2366666666666655
tomfoolery,4.215,5.12625,4.4312499999999995
brainsick,3.821666666666667,4.7827777777777785,4.350277777777779
softheaded,4.175,4.7,4.368125
half-baked,4.175,4.7,4.368125
looney,4.520769230769232,4.665384615384616,4.474230769230768
unhinged,3.821666666666667,4.7827777777777785,4.350277777777779
disturbed,3.792181818181818,4.794181818181818,4.419090909090911
screak,4.114375000000001,4.78875,4.7825
skreak,4.114375000000001,4.78875,4.7825
emollient,5.148,4.013,5.294999999999999
skim_off,5.109999999999999,4.2333333333333325,5.284999999999999
cream_off,5.109999999999999,4.2333333333333325,5.284999999999999
cream_pitcher,5.47,2.81,6.09
crinkle,5.33936170212766,3.9542553191489347,5.291063829787234
kris,5.006000000000001,3.7900000000000005,5.421
creese,5.006000000000001,3.7900000000000005,5.421
scrunch,4.941562500000001,4.064374999999999,5.1831249999999995
scrunch_up,5.041071428571429,4.059285714285713,5.235714285714286
rumple,5.127586206896551,3.956896551724138,5.446551724137931
ruckle,5.162272727272728,4.066363636363636,5.300454545454546
origination,5.5089795918367335,4.068571428571429,5.315510204081633
instauration,5.578857142857142,4.058285714285715,5.439428571428572
creative_activity,6.0,4.3675,5.151666666666666
Creation,6.0,4.3675,5.151666666666666
originative,7.06,4.86,6.78
creativeness,7.73,5.3,6.79
creative_thinking,7.73,5.3,6.79
wight,5.385714285714286,4.477142857142857,5.298571428571429
credenza,6.3149999999999995,4.47,5.875
believability,7.0,4.05,5.92
credibleness,7.0,4.05,5.92
credit_entry,5.225,3.7816666666666663,5.46
deferred_payment,5.225,3.7816666666666663,5.46
accredit,5.677692307692309,3.6392307692307693,5.8076923076923075
credit_rating,5.225,3.7816666666666663,5.46
course_credit,5.225,3.7816666666666663,5.46
church_doctrine,5.265000000000001,3.185,4.145
religious_doctrine,5.265000000000001,3.185,4.145
credo,5.265000000000001,3.185,4.145
Creek,6.66,3.0,5.54
pussyfoot,4.315652173913043,4.4965217391304355,4.854782608695652
weirdy,4.298571428571429,4.500000000000001,4.5285714285714285
weirdie,4.298571428571429,4.500000000000001,4.5285714285714285
crawler,3.606666666666667,4.276666666666666,4.3133333333333335
tree_creeper,3.61,5.68,3.86
creepy-crawly,2.52,5.54,4.33
French_pancake,6.48,3.62,5.55
crepe_paper,6.48,3.62,5.55
crape,5.296363636363636,4.050909090909091,5.529090909090908
lunate,5.9,3.32,5.81
crescent-shaped,5.9,3.32,5.81
semilunar,5.9,3.32,5.81
half-wit,3.8681818181818177,3.940909090909091,4.215454545454546
changeling,3.9244444444444446,3.9877777777777776,4.32
work_party,5.027142857142858,4.468571428571429,5.014285714285714
crew_member,5.619999999999999,3.535,5.5
cribbage,6.035,4.1499999999999995,5.3475
criminal_offence,3.3,4.8975,4.4175
law-breaking,3.3,4.8975,4.4175
criminal_offense,3.3,4.8975,4.4175
felonious,3.1757142857142853,4.971428571428572,4.0528571428571425
malefactor,3.6766666666666667,4.591333333333333,4.52
condemnable,3.0857894736842106,5.009999999999999,4.117368421052632
frizzle,5.178,4.093999999999999,5.526999999999999
kink_up,5.178,4.093999999999999,5.526999999999999
crimper,5.07625,3.8874999999999997,5.29
frizz,5.178,4.093999999999999,5.526999999999999
flushed,5.115555555555556,4.824444444444444,4.984444444444445
red-faced,5.115555555555556,4.824444444444444,4.984444444444445
deep_red,5.392499999999999,4.777499999999999,5.04875
wince,4.402173913043478,4.409565217391305,4.676521739130434
squinch,4.402083333333333,4.380416666666666,4.674166666666666
stultify,2.793333333333333,3.89,2.9333333333333336
incapacitating,2.793333333333333,3.89,2.9333333333333336
disabling,2.793333333333333,3.89,2.9333333333333336
terse,5.255714285714286,4.2664285714285715,5.152142857142858
frizzly,5.114117647058824,4.403529411764705,5.11
crispen,5.223529411764706,4.428235294117647,5.235882352941176
frizzy,5.114117647058824,4.403529411764705,5.11
laconic,5.255714285714286,4.2664285714285715,5.152142857142858
unfavorable_judgment,4.32,4.9,5.085
literary_criticism,4.32,4.9,5.085
criticise,4.92,4.527692307692309,5.415384615384616
pick_apart,4.92,4.527692307692309,5.415384615384616
critical_review,5.181111111111111,3.7844444444444445,5.3966666666666665
review_article,5.181111111111111,3.7844444444444445,5.3966666666666665
croaking,3.963636363636363,4.552727272727273,4.5627272727272725
gnarl,4.086666666666666,4.337333333333333,4.639333333333334
cronk,3.9949999999999997,4.522083333333334,4.56
grumble,3.873181818181818,4.302727272727274,4.545909090909092
lampblack,4.427777777777778,5.596666666666668,4.786666666666667
earthenware_jar,4.673333333333333,4.863333333333333,5.180000000000001
carbon_black,4.427777777777778,5.596666666666668,4.786666666666667
crescent_roll,7.0,4.5,6.04
shepherd's_crook,4.11125,4.5912500000000005,4.7925
stooped,3.71,4.825,3.96
round-shouldered,3.71,4.825,3.96
hunched,3.71,4.825,3.96
round-backed,3.71,4.825,3.96
asymmetrical,3.71,4.825,3.96
stooping,3.71,4.825,3.96
craw,5.383571428571429,3.765,5.750714285714286
hybridization,4.570666666666667,4.032,4.975333333333334
hybridise,4.570666666666667,4.032,4.975333333333334
crossbreed,4.570666666666667,4.032,4.975333333333333
crisscross,4.570666666666667,4.032,4.975333333333334
intersect,4.570666666666667,4.032,4.975333333333334
Cross,4.570666666666667,4.032,4.975333333333334
hybridisation,4.570666666666667,4.032,4.975333333333334
transversal,4.570666666666667,4.032,4.975333333333334
hybridize,4.570666666666667,4.032,4.975333333333334
transverse,4.570666666666667,4.032,4.975333333333334
crossbreeding,4.570666666666667,4.032,4.975333333333334
crossing,4.717619047619047,3.882380952380953,5.156190476190478
bilk,4.578548387096775,4.6099999999999985,4.833387096774195
crown_of_thorns,4.570666666666667,4.032,4.975333333333334
thwart,4.429444444444444,4.632962962962962,4.7192592592592595
thwartwise,4.570666666666667,4.032,4.975333333333334
frustrate,4.234468085106382,4.659255319148936,4.702659574468085
interbreed,4.570666666666667,4.032,4.975333333333334
hybridizing,4.570666666666667,4.032,4.975333333333334
interbreeding,4.570666666666667,4.032,4.975333333333334
crossing_over,5.345000000000001,3.7350000000000003,5.79
crossover_voter,5.345000000000001,3.7350000000000003,5.79
crossword_puzzle,6.58,3.74,5.84
genital_organ,4.75,4.693333333333333,5.38
privates,4.75,4.693333333333333,5.38
genitals,4.75,4.693333333333333,5.38
private_parts,4.75,4.693333333333333,5.38
hunker_down,4.761428571428572,4.085714285714286,5.1414285714285715
hunker,4.761428571428572,4.085714285714286,5.1414285714285715
Corvus,4.8475,4.1,6.08
Crow,4.8475,4.1,6.08
pry_bar,4.8028571428571425,4.3828571428571435,5.4314285714285715
wrecking_bar,4.8028571428571425,4.3828571428571435,5.4314285714285715
crowd_together,4.7299999999999995,4.224285714285714,4.664285714285714
pate,5.604166666666667,3.704166666666667,5.790833333333333
coronate,5.618,3.85,5.831
treetop,5.618,3.85,5.831
Crown,5.618,3.85,5.831
diadem,5.618,3.85,5.831
all_important,5.774285714285713,4.071428571428571,5.327142857142857
of_the_essence,5.774285714285713,4.071428571428571,5.327142857142857
all-important,5.774285714285713,4.071428571428571,5.327142857142857
rood-tree,4.1,4.19,4.8
rood,4.1,4.19,4.8
Crucifixion,2.82,5.62,3.83
mortify,4.4070967741935485,3.8564516129032267,4.727741935483871
dun,3.885964912280701,4.615789473684208,4.527192982456142
skank,3.8025,4.225,4.62625
crude_oil,3.9036363636363642,4.535454545454545,4.788181818181818
unprocessed,3.9036363636363642,4.535454545454545,4.788181818181818
rock_oil,3.9036363636363642,4.535454545454545,4.788181818181818
unrefined,3.9036363636363642,4.535454545454545,4.788181818181818
fossil_oil,3.9036363636363642,4.535454545454545,4.788181818181818
ruthlessness,2.37,5.9,2.64
mercilessness,2.37,5.9,2.64
harshness,3.785,4.773333333333333,4.596666666666667
cruelness,2.37,5.9,2.64
pitilessness,2.37,5.9,2.64
inhuman_treatment,2.37,5.9,2.64
pleasure_boat,5.32,2.9,5.7
squad_car,5.32,2.9,5.7
police_cruiser,5.32,2.9,5.7
patrol_car,5.32,2.9,5.7
pleasure_craft,5.32,2.9,5.7
police_car,5.32,2.9,5.7
cabin_cruiser,5.32,2.9,5.7
prowl_car,5.32,2.9,5.7
dilapidate,3.595,4.60375,3.845
